Commune;Code département;DMAJ;INSEE;Région;Département;Commune 1;Appellation courante;Adresse 1;Siècle;Date de protection;Précision protection;Auteur;Statut;Description;Historique;Affectataire;Adresse;Précision Localisation;Référence;Contact;Longitude;Latitude;coordonnees
Molsheim;67;2022-02-21;67300;Grand Est;Bas-Rhin;Molsheim;Tour des Forgerons;rue Notre-Dame;"1er quart 14e siècle;18e siècle;19e siècle";1929/06/18 : inscrit MH;Eglise : classement par arrêté du 20 juillet 1908;;;;;;Notre-Dame (rue);Anciennement région de : Alsace;PA00084807;mediatheque.patrimoine@culture.gouv.fr;7.49201430463215;48.5403595806879;48.5403595806879,7.49201430463215
Saint-Nabor;67;2021-02-02;67428;Grand Est;Bas-Rhin;Saint-Nabor;Chapelle Saint-Nicolas;;12e siècle;1846 : classé MH;Cathédrale et cloître : classement par liste de 1862;;;;;;;Anciennement commune de : Ottrott. Anciennement région de : Alsace;PA00084924;mediatheque.patrimoine@culture.gouv.fr;7.41252805789634;48.43726178403138;48.43726178403138,7.41252805789634
Haguenau;67;2021-02-02;67180;Grand Est;Bas-Rhin;Haguenau;Eglise Saint-Nicolas;Grand'Rue;"1ère moitié 13e siècle;15e siècle;3e quart 18e siècle";1930/04/05 : inscrit MH;"Eglise : classement par liste de 1840 ; Terrain attenant à la façade Sud de l'église (cad. A 878) : classement par arrêté du 19 septembre 1952";;;;Cette église a subi des dommages de guerre.;;Grand'Rue ( );Anciennement région de : Alsace;PA00084725;mediatheque.patrimoine@culture.gouv.fr;7.79218731771706;48.82023679838;48.82023679838,7.79218731771706
Sélestat;67;2022-03-28;67462;Grand Est;Bas-Rhin;Sélestat;Maison;6 place du Marché-aux-Choux;;1929/10/03 : inscrit MH;Eglise Saint-Jean-Baptiste (cad. A 259) : inscription par arrêté du 8 mars 1982;;;;;;Marché-aux-Choux (place du) 6;Anciennement région de : Alsace;PA00084994;mediatheque.patrimoine@culture.gouv.fr;7.45711700909373;48.2590343752309;48.2590343752309,7.45711700909373
Obernai;67;2022-02-21;67348;Grand Est;Bas-Rhin;Obernai;Ancien couvent des chanoines réguliers de saint Augustin;;15e siècle;1984/12/05 : inscrit MH;Eglise : inscription par arrêté du 25 octobre 1954;;;;;;;Anciennement région de : Alsace;PA00084849;mediatheque.patrimoine@culture.gouv.fr;7.4339896579246;48.4274539170162;48.4274539170162,7.4339896579246
Molsheim;67;2022-02-21;67300;Grand Est;Bas-Rhin;Avolsheim;Eglise Dompeter;Dompeter-Kirche;"11e siècle;15e siècle;16e siècle;18e siècle";1930/10/16 : inscrit MH;Façades et toitures : classement par arrêté du 23 mars 1951;;;;;;Dompeter-Kirche;Anciennement région de : Alsace;PA00084594;mediatheque.patrimoine@culture.gouv.fr;7.50542394683883;48.5566659921283;48.5566659921283,7.50542394683883
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Palais Universitaire;9 place de l'Université;"4e quart 19e siècle;2e quart 20e siècle";"1990/05/21 : inscrit MH ; 1990/05/21 : classé MH";Porte : classement par arrêté du 17 novembre 1921;"Warth Otto (maître de l'oeuvre);;Schurth (maître de l'oeuvre);;Riegler (maître de l'oeuvre)";;;Kaiser Wilhelms Universitat. Importantes transformations en 1941. Fondation du Conseil de l'Europe en 1949.;ministère chargé de l'éducation nationale;Université (place de l') 9;Anciennement région de : Alsace;PA00085185;mediatheque.patrimoine@culture.gouv.fr;7.76240091933336;48.5848477325085;48.5848477325085,7.76240091933336
Walbourg;67;2022-02-21;67511;Grand Est;Bas-Rhin;Walbourg;Abbaye Saint-Walburge;rue de l'Eglise;2e moitié 15e siècle;"1862 : classé MH ; 1898/12/06 : classé MH";Eglise : inscription par arrêté du 1er octobre 1926;;;;Construite par l'abbé Burard de Mullenheim. A subi des dommages de guerre.;;Eglise (rue de l');Anciennement région de : Alsace;PA00085208;mediatheque.patrimoine@culture.gouv.fr;7.78951959665988;48.8848473359797;48.8848473359797,7.78951959665988
Sarre-Union;67;2022-03-28;67434;Grand Est;Bas-Rhin;Sarre-Union;Maison;1, anciennement 5 rue des Tourneurs;3e quart 18e siècle;1934/04/21 : inscrit MH;Façades et toiture : inscription par arrêté du 21 avril 1934;;;;;;Tourneurs (rue des) 1, anciennement 5;Anciennement région de : Alsace;PA00084938;mediatheque.patrimoine@culture.gouv.fr;7.0905771027032;48.9406072106965;48.9406072106965,7.0905771027032
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Ancien Hôtel de Marabail;15 rue de l'Arc-en-Ciel;2e quart 18e siècle;1929/06/25 : inscrit MH;"Façade (vantaux de la porte et ferronnerie compris) ; escalier ; boiseries des deux pièces au rez-de-chaussée : inscription par arrêté du 25 juin 1929";;;;;;Arc-en-Ciel (rue de l') 15;Anciennement région de : Alsace;PA00085064;mediatheque.patrimoine@culture.gouv.fr;7.75440656002891;48.5840671613368;48.5840671613368,7.75440656002891
Strasbourg;67;2022-03-28;67482;Grand Est;Bas-Rhin;Strasbourg;Ancien Hôtel d'Ettenheimmunster;3 place de l'Hôpital;;1927/11/15 : classé MH;Façade et toiture : classement par arrêté du 15 novembre 1927;;;;;;Hôpital (place de l') 3;Anciennement région de : Alsace;PA00085057;mediatheque.patrimoine@culture.gouv.fr;7.74896951411776;48.5774568548646;48.5774568548646,7.74896951411776
Wissembourg;67;2022-03-28;67544;Grand Est;Bas-Rhin;Wissembourg;Maison Kobold;26 rue de l'Etoile;;1929/06/25 : classé MH;Façades, toiture et plafond du salon du premier étage : classement par décret du 25 juin 1929;;;;;;Etoile (rue de l') 26;Anciennement région de : Alsace;PA00085252;mediatheque.patrimoine@culture.gouv.fr;7.94439196885239;49.038443040217;49.038443040217,7.94439196885239
Bourgheim;67;2022-07-20;67060;Grand Est;Bas-Rhin;Bourgheim;Eglise paroissiale simultanée Saint-Arbogast;;"12e siècle;3e quart 13e siècle;18e siècle";1986/03/26 : inscrit MH;Eglise paroissiale simultanée Saint-Arbogast (cad. 1 365/64) : inscription par arrêté du 26 mars 1986;;;;;;;Anciennement région de : Alsace;PA00084638;mediatheque.patrimoine@culture.gouv.fr;7.49615626965334;48.4172154290545;48.4172154290545,7.49615626965334
Saverne;67;2022-07-20;67437;Grand Est;Bas-Rhin;Saverne;Maison;5 route de Paris;3e quart 16e siècle;1930/10/16 : inscrit MH;Porte datée de 1574 : inscription par arrêté du 16 octobre 1930;;;;;;Paris (route de) 5;Anciennement région de : Alsace;PA00084966;mediatheque.patrimoine@culture.gouv.fr;7.36484440359673;48.7393720413982;48.7393720413982,7.36484440359673
Westhoffen;67;2022-07-20;67525;Grand Est;Bas-Rhin;Westhoffen;Maison;142, anciennement Principale (rue) 12 rue Byris;17e siècle;1931/04/29 : inscrit MH;Les cariatides du portail d'entrée et l'inscription encastrée dans la façade : inscription par arrêté du 29 avril 1931;;;;;;"Birris (rue) 34, anciennement 142 ; Principale (ancienne rue) 12";Anciennement région de : Alsace;PA00085229;mediatheque.patrimoine@culture.gouv.fr;7.44244226047922;48.6017068795687;48.6017068795687,7.44244226047922
Sarre-Union;67;2022-07-20;67434;Grand Est;Bas-Rhin;Sarre-Union;Maison;25 rue de Verdun;1er quart 18e siècle;1934/04/21 : inscrit MH;Porte sur rue : inscription par arrêté du 21 avril 1934;;;;;;Verdun (rue de) 25;Anciennement région de : Alsace;PA00084941;mediatheque.patrimoine@culture.gouv.fr;7.078344242333;48.9375432106921;48.9375432106921,7.078344242333
Weyer;67;2022-07-20;67528;Grand Est;Bas-Rhin;Weyer;Banc-reposoir napoléonien;C.D. 40;19e siècle;1988/05/09 : inscrit MH;Banc-reposoir napoléonien (cad. 9 64, 65) : inscription par arrêté du 9 mai 1988;;;;Ce banc a été commandité par le Préfet.;;C.D. 40;Anciennement région de : Alsace;PA00085234;mediatheque.patrimoine@culture.gouv.fr;7.17657384526234;48.8614873005131;48.8614873005131,7.17657384526234
Ingwiller;67;2022-07-20;67222;Grand Est;Bas-Rhin;Ingwiller;Hôtel de ville;rue du Général-Goureau;15e siècle;1934/04/21 : inscrit MH;Plaque avec inscription commémorative, encastrée dans le vestibule de la mairie : inscription par arrêté du 21 avril 1934;;;;;;Général-Goureau (rue du);Anciennement région de : Alsace;PA00084755;mediatheque.patrimoine@culture.gouv.fr;7.47986068097395;48.8716264970615;48.8716264970615,7.47986068097395
Fegersheim;67;2022-07-20;67137;Grand Est;Bas-Rhin;Fegersheim;Ancienne auberge Au Soleil d'Or;27 route de Lyon;1er quart 18e siècle;2000/12/13 : inscrit MH;Façades et escaliers extérieurs, toiture, escalier intérieur à balustres (cad. 7 233/20) : inscription par arrêté du 13 décembre 2000;;;;Auberge située face au relais postal, appartenant à la famille Hansmaennel jusqu'en 1827.;;Lyon (route de) 27;Anciennement région de : Alsace;PA67000040;mediatheque.patrimoine@culture.gouv.fr;7.67950685108531;48.4898809375169;48.4898809375169,7.67950685108531
Wantzenau (La);67;2022-07-20;67519;Grand Est;Bas-Rhin;La Wantzenau;Moulin à huile;1 rue de l'Angle;"4e quart 17e siècle;18e siècle";2001/10/29 : inscrit MH;Le moulin avec ses trois pressoirs et son tarare (cad. 14 216) : inscription par arrêté du 29 octobre 2001;;;;"Cet ancien moulin à huile intercommunal aurait été l'un des plus importants du village ; la grange qui l'abrite est datée de 1764. Il y subsiste un pressoir à noix à meules, à traction animale, ainsi qu'un monumental pressoir à huile entièrement en bois, à traction manuelle, probablement antérieur au 18e siècle. Un pressoir à cidre et a vin complète ces installations. La production d'huiles de noix, noisettes, colza, orge perlée, ... s'est poursuivie jusqu'en 1939.";;Angle (rue de l') 1;Anciennement région de : Alsace;PA67000052;mediatheque.patrimoine@culture.gouv.fr;7.83280803977694;48.6588137156178;48.6588137156178,7.83280803977694
Niederbronn-les-Bains;67;2022-07-20;67324;Grand Est;Bas-Rhin;Niederbronn-les-Bains;Synagogue;3 rue du Couvent;3e quart 19e siècle;1992/04/13 : inscrit MH;Façades et toitures (cad. 10 32) : inscription par arrêté du 13 avril 1992;;;;;;Couvent (rue du) 3;Anciennement région de : Alsace;PA00085300;mediatheque.patrimoine@culture.gouv.fr;7.6457884707893;48.9496547456192;48.9496547456192,7.6457884707893
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Faculté de Droit;1 place d'Athènes;3e quart 20e siècle;2005/09/12 : inscrit MH;La faculté (cad. 38 292) : inscription par arrêté du 12 septembre 2005;Hummel (architecte);;;La faculté de droit, réalisée par l'architecte Hummel, résulte de la composition géométrique de deux corps de bâtiments accolés : une partie courbe orientée nord-sud et, à l'arrière, un corps orienté est-ouest, abritant les amphithéâtres, reliés dans leur partie centrale. Ces deux parties s'opposent par la forme, le plan, la hauteur et les élévations.;ministère chargé de l'éducation nationale;Athènes (place d') 1;Anciennement région de : Alsace;PA67000064;mediatheque.patrimoine@culture.gouv.fr;7.76736582525031;48.5789529289687;48.5789529289687,7.76736582525031
Dambach;67;2022-07-20;67083;Grand Est;Bas-Rhin;Dambach;Château de Wineck : vestiges en totalité;;1er quart 14e siècle;1985/12/30 : inscrit MH;Château de Wineck : vestiges en totalité y compris les éléments troglodytiques (cad. 49 2, 3) : inscription par arrêté du 30 décembre 1985;;;;;;;Anciennement région de : Alsace;PA00084672;mediatheque.patrimoine@culture.gouv.fr;7.66209542620375;49.0135800974571;49.0135800974571,7.66209542620375
Dorlisheim;67;2022-07-20;67101;Grand Est;Bas-Rhin;Dorlisheim;Puits daté de 1605;rue Principale;1er quart 17e siècle;1932/06/03 : inscrit MH;Puits daté de 1605 : inscription par arrêté du 3 juin 1932;;;;;;Principale (rue);Anciennement région de : Alsace;PA00084697;mediatheque.patrimoine@culture.gouv.fr;7.48571829009607;48.5246879612419;48.5246879612419,7.48571829009607
Fegersheim;67;2022-07-20;67137;Grand Est;Bas-Rhin;Fegersheim;Ancien hôtel du maître de poste;46 route Lyon;3e quart 18e siècle;2000/12/13 : inscrit MH;Façades, toiture et escalier intérieur à balustres (cad. 5 189/111) : inscription par arrêté du 13 décembre 2000;;;;Hôtel remontant à 1754, élevé pour le maître de poste François Waldéjo. A l'intérieur, le départ de l'escalier à balustres est sculpté d'un postillon à cheval, unicum iconographique.;;Lyon (route) 46;Anciennement région de : Alsace;PA67000041;mediatheque.patrimoine@culture.gouv.fr;7.67900082917147;48.4895327593961;48.4895327593961,7.67900082917147
Fegersheim;67;2022-07-20;67137;Grand Est;Bas-Rhin;Fegersheim;Eglise catholique Saint-Maurice;;18e siècle;1994/08/16 : inscrit MH;Eglise dans ses parties d'origine (cad. 3 52) : inscription par arrêté du 16 août 1994;;;;;;;Anciennement région de : Alsace;PA00132525;mediatheque.patrimoine@culture.gouv.fr;7.68054608330953;48.489930043841;48.489930043841,7.68054608330953
Sélestat;67;2022-07-20;67462;Grand Est;Bas-Rhin;Sélestat;Tribunal d'Instance;17 rue de la Première-Armée;1er quart 20e siècle;1992/07/02 : inscrit MH;"Extérieurs ; grille de clôture sur rue (cad. 5 33) : inscription par arrêté du 2 juillet 1992";Langen P. (architecte);;;Edifice de style néo-gothique construit en 1900 en grès jaune et en grès rose, et attribué à l'architecte P. Langen, auteur de deux plans en date de 1901. Le décor sculpté comporte une chouette (attribut d'Athéna, déesse de la Sagesse) , deux lions ailés, et un glaive associé à une balance, emblèmes de la Justice.;ministère chargé de la justice;Première-Armée (rue de la) 17;Anciennement région de : Alsace;PA00085304;mediatheque.patrimoine@culture.gouv.fr;7.45094019970263;48.2605594152334;48.2605594152334,7.45094019970263
Soultz-sous-Forêts;67;2022-07-20;67474;Grand Est;Bas-Rhin;Soultz-sous-Forêts;Ancienne maison Müntz;48 rue du Docteur-Deutsch;1er quart 19e siècle;1996/09/05 : inscrit MH partiellement;"Façades, toitures et clôtures ; à l'intérieur : escalier principal et dallage du couloir du rez-de-chaussée (cad. 7 137) : inscription par arrêté du 5 septembre 1996";"Weinbrenner;architecte";;;Demeure commanditée par le notaire impérial Müntz au début du 19e siècle. Elle a été élevée, peut-être par l'architecte Weinbrenner, dans le style néo-classique, entre 1807 et 1815.;;Docteur-Deutsch (rue du) 48;Anciennement région de : Alsace;PA67000008;mediatheque.patrimoine@culture.gouv.fr;7.88469934172777;48.9385199599546;48.9385199599546,7.88469934172777
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Villa Osterloff;10 rue des Arquebusiers;1er quart 20e siècle;1985/12/30 : inscrit MH;Façades et toitures y compris les terrasses et la grille sur rue avec les deux portails d'entrée (cad. 82 1) : inscription par arrêté du 30 décembre 1985;Nadler Albert (architecte);;;Villa pittoresque mélangeant des références historicistes du Moyen Age et de la Renaissance, construite de 1901 à 1902 par l'architecte Albert Nadler pour l'entrepreneur Otto Gunderloch. L'une des dernières villas qui bordaient autrefois le parc Contades (aménagé en 1764) , elle porte le nom de la famille de l'architecte Osterloff, devenu propriétaire en 1929. La villa a été restaurée en 1993.;;Arquebusiers (rue des) 10;Anciennement région de : Alsace;PA00085195;mediatheque.patrimoine@culture.gouv.fr;7.76036362482384;48.5910808734837;48.5910808734837,7.76036362482384
Strasbourg;67;2022-07-20;67482;Grand Est;Bas-Rhin;Strasbourg;Maison;15 rue Mélanie;18e siècle;1984/11/09 : inscrit MH;Portail d'entrée et grille (cad. AZ 193/26) : inscription par arrêté du 9 novembre 1984;;;;;;Mélanie (rue) 15;Anciennement région de : Alsace;PA00085140;mediatheque.patrimoine@culture.gouv.fr;;;
Orschwiller;67;2022-03-28;67362;Grand Est;Bas-Rhin;Orschwiller;Station de pompage du château du Haut-Koenigsbourg;;;1991/09/10 : inscrit MH;Les façades, toitures et éléments annexes de la station de pompage (cad. 11 10) : inscription par arrêté du 10 septembre 1991;;;;;;;Anciennement région de : Alsace;PA00085298;mediatheque.patrimoine@culture.gouv.fr;7.33464857079401;48.2463177396649;48.2463177396649,7.33464857079401
Rosheim;67;2022-03-28;67411;Grand Est;Bas-Rhin;Rosheim;Maison romane;23, 25, anciennement 63 rue du Général-de-Gaulle;12e siècle;1921/07/25 : classé MH;Maison romane : classement par arrêté du 25 juillet 1921;;;;;;Général-de-Gaulle (rue du) 23, 25, anciennement 63;Anciennement région de : Alsace;PA00084911;mediatheque.patrimoine@culture.gouv.fr;7.46393643213269;48.4953568790296;48.4953568790296,7.46393643213269
Altorf;67;2020-11-17;67008;Grand Est;Bas-Rhin;Altorf;Abbaye;place Saint-Cyriaque;"12e siècle;13e siècle;4e quart 16e siècle;18e siècle";"1932/05/12 : classé MH ; 1937/07/28 : inscrit MH ; 1983/03/21 : classé MH";"Maître-autel : classement par décret du 12 mai 1932 ; Façade à pignon sur rue et portail Renaissance de l'ancienne maison abbatiale actuellement presbytère : inscription par arrêté du 28 juillet 1937 ; Eglise, actuellement église paroissiale Saint-Cyriaque (cad. A 180) : classement par arrêté du 21 mars 1983";"Thumb Peter (architecte);;Clerici Jean-Baptiste (peintre)";;;L'église date des 12e, 13e et 18e siècles, par Peter Thumb. L'ancienne maison abbatiale, actuellement presbytère, est de la fin du 16e siècle. Le maître-autel date du 18e siècle.;;Saint-Cyriaque (place);Anciennement région de : Alsace;PA00084581;mediatheque.patrimoine@culture.gouv.fr;;;
Sélestat;67;2022-02-21;67462;Grand Est;Bas-Rhin;Sélestat;Ancien grenier du Prieuré des Bénédictins;rue Sainte-Foy;1er quart 17e siècle;1931/04/29 : inscrit MH;Porte datée de 1601 : inscription par arrêté du 29 avril 1931;;;;;;Sainte-Foy (rue);Anciennement région de : Alsace;PA00085002;mediatheque.patrimoine@culture.gouv.fr;7.45541367148974;48.2590552159875;48.2590552159875,7.45541367148974
